# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.on.changed.ms,1754248370650000000,1754248430647000000,0
workspaceModel.replace.project.model.ms,1754248370650000000,1754248430647000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.init.ms,1754248370650000000,1754248430647000000,0
workspaceModel.loading.from.cache.ms,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.instances.count,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1754248370650000000,1754248430647000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.initializing.ms,1754248370650000000,1754248430647000000,0
workspaceModel.pre.handlers.ms,1754248370650000000,1754248430647000000,0
workspaceModel.init.bridges.ms,1754248370650000000,1754248430647000000,0
workspaceModel.collect.changes.ms,1754248370650000000,1754248430647000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1754248370650000000,1754248430647000000,0
workspaceModel.on.before.changed.ms,1754248370650000000,1754248430647000000,0
workspaceModel.loading.total.ms,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1754248370650000000,1754248430647000000,0
workspaceModel.cachedValueWithParameters.clear.count,1754248370650000000,1754248430647000000,0
workspaceModel.cachedValue.calculated.count,1754248370650000000,1754248430647000000,0
workspaceModel.full.replace.project.model.ms,1754248370650000000,1754248430647000000,0
workspaceModel.updates.precise.ms,1754248370650000000,1754248430647000000,0
workspaceModel.update.unloaded.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1754248370650000000,1754248430647000000,0
workspaceModel.check.recursive.update.ms,1754248370650000000,1754248430647000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1754248370650000000,1754248430647000000,0
workspaceModel.updates.count,1754248370650000000,1754248430647000000,0
Indexing.cache.totalCacheMisses,1754248370650000000,1754248430647000000,36
Indexes.stubs.lookupDurationMaxMs,1754248370650000000,1754248430647000000,0.0
Indexes.stubs.lookupDurationAvgMs,1754248370650000000,1754248430647000000,0.0
Indexing.writesQueuedMin,1754248370650000000,1754248430647000000,9223372036854775807
Indexes.stubs.lookupDuration90PMs,1754248370650000000,1754248430647000000,0.0
Indexes.entries.lookupDurationAvgMs,1754248370650000000,1754248430647000000,0.0
Indexes.entries.lookups,1754248370650000000,1754248430647000000,12
Indexes.allKeys.lookupDurationMaxMs,1754248370650000000,1754248430647000000,0.0
Indexes.stubs.lookups,1754248370650000000,1754248430647000000,0
Indexes.allKeys.lookupDuration90PMs,1754248370650000000,1754248430647000000,0.0
Indexing.cache.totalCacheEvicted,1754248370650000000,1754248430647000000,36
Indexing.writer_0.totalTimeSpentWritingMs,1754248370650000000,1754248430647000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1754248370650000000,1754248430647000000,0
Indexes.entries.lookupDuration90PMs,1754248370650000000,1754248430647000000,0.0
Indexes.allKeys.lookups,1754248370650000000,1754248430647000000,3
Indexing.writesQueuedMax,1754248370650000000,1754248430647000000,0
Indexing.cache.totalCacheAccesses,1754248370650000000,1754248430647000000,36
Indexes.allKeys.lookupDurationAvgMs,1754248370650000000,1754248430647000000,0.0
Indexes.entries.lookupDurationMaxMs,1754248370650000000,1754248430647000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1754248370650000000,1754248430647000000,0
Indexing.totalTimeIndexersSleptMs,1754248370650000000,1754248430647000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1754248370650000000,1754248430647000000,0
DiskQueryRelay.tasksRequested,1754248370650000000,1754248430647000000,2477
DiskQueryRelay.taskWaitingTotalTimeUs,1754248370650000000,1754248430647000000,58573601
DiskQueryRelay.taskExecutionTotalTimeUs,1754248370650000000,1754248430647000000,58117477
writeAction.max.wait.ms,1754248370650000000,1754248430647000000,49
writeAction.wait.ms,1754248370650000000,1754248430647000000,0
DiskQueryRelay.tasksExecuted,1754248370650000000,1754248430647000000,2477
writeAction.median.wait.ms,1754248370650000000,1754248430647000000,200
writeAction.count,1754248370650000000,1754248430647000000,0
workspaceModel.moduleBridge.before.changed.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754248370650000000,1754248430647000000,0
jps.apply.loaded.storage.ms,1754248370650000000,1754248430647000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1754248370650000000,1754248430647000000,0
jps.project.serializers.load.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754248370650000000,1754248430647000000,0
jps.facet.change.listener.process.change.events.ms,1754248370650000000,1754248430647000000,0
jps.app.storage.content.reader.load.component.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754248370650000000,1754248430647000000,0
jps.artifact.entities.serializer.save.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754248370650000000,1754248430647000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754248370650000000,1754248430647000000,0
jps.library.entities.serializer.save.entities.ms,1754248370650000000,1754248430647000000,0
jps.storage.jps.conf.reader.load.component.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754248370650000000,1754248430647000000,0
jps.global.handle.changed.events.ms,1754248370650000000,1754248430647000000,0
workspaceModel.sync.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754248370650000000,1754248430647000000,0
jps.global.get.library.ms,1754248370650000000,1754248430647000000,0
jps.facet.change.listener.before.change.events.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754248370650000000,1754248430647000000,0
jps.load.initial.state.ms,1754248370650000000,1754248430647000000,0
jps.global.initialize.library.bridges.ms,1754248370650000000,1754248430647000000,0
jps.global.get.library.by.name.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754248370650000000,1754248430647000000,0
jps.module.iml.entities.serializer.save.entities.ms,1754248370650000000,1754248430647000000,0
jps.load.project.to.empty.storage.ms,1754248370650000000,1754248430647000000,0
jps.modifiable.module.model.bridge.renaming.ms,1754248370650000000,1754248430647000000,0
jps.save.changed.project.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1754248370650000000,1754248430647000000,0
jps.global.initialize.library.bridges.after.loading.ms,1754248370650000000,1754248430647000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754248370650000000,1754248430647000000,0
jps.artifact.entities.serializer.load.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754248370650000000,1754248430647000000,0
jps.modifiable.module.model.bridge.load.module.ms,1754248370650000000,1754248430647000000,0
jps.global.get.libraries.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.instances.count,1754248370650000000,1754248430647000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1754248370650000000,1754248430647000000,0
jps.global.handle.before.change.events.ms,1754248370650000000,1754248430647000000,0
jps.app.storage.content.writer.save.component.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1754248370650000000,1754248430647000000,0
workspaceModel.save.cache.to.file.ms,1754248370650000000,1754248430647000000,0
jps.save.global.entities.ms,1754248370650000000,1754248430647000000,0
jps.facet.change.listener.init.bridge.ms,1754248370650000000,1754248430647000000,0
jps.project.serializers.save.ms,1754248370650000000,1754248430647000000,0
workspaceModel.orphan.listener.update.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754248370650000000,1754248430647000000,0
workspaceModel.global.updates.count,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1754248370650000000,1754248430647000000,0
jps.library.entities.serializer.load.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1754248370650000000,1754248430647000000,0
workspaceModel.load.cache.from.file.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754248370650000000,1754248430647000000,0
jps.modifiable.module.model.bridge.new.module.ms,1754248370650000000,1754248430647000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754248370650000000,1754248430647000000,0
jps.module.iml.entities.serializer.load.entities.ms,1754248370650000000,1754248430647000000,0
jps.modifiable.module.model.bridge.disposing.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1754248370650000000,1754248430647000000,0
workspaceModel.moduleBridge.update.option.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754248370650000000,1754248430647000000,0
workspaceModel.global.apply.state.to.project.ms,1754248370650000000,1754248430647000000,0
jps.reload.project.entities.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754248370650000000,1754248430647000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754248370650000000,1754248430647000000,0
workspaceModel.global.updates.ms,1754248370650000000,1754248430647000000,0
workspaceModel.do.save.caches.ms,1754248370650000000,1754248430647000000,0
cacheStateStorage.set.duration,1754248370650000000,1754248430647000000,0
cacheStateStorage.get.duration,1754248370650000000,1754248430647000000,0
cacheStateStorage.set.counter,1754248370650000000,1754248430647000000,0
cacheStateStorage.get.counter,1754248370650000000,1754248430647000000,0
VFS.contentStorage.recordsUncompressedSize,1754248430647000000,1754248490640000000,7466626
VFS.fileChildByName,1754248430647000000,1754248490640000000,0
VFS.fileByIdCache.misses,1754248430647000000,1754248490640000000,2248
VFS.fileByIdCache.hits,1754248430647000000,1754248490640000000,70
VFS.contentStorage.recordsReadDecompressed,1754248430647000000,1754248490640000000,0
VFS.contentStorage.recordsReadSize,1754248430647000000,1754248490640000000,0
VFS.contentStorage.recordsStoredCompressed,1754248430647000000,1754248490640000000,187
VFS.contentStorage.recordsDecompressionTimeUs,1754248430647000000,1754248490640000000,0
VFS.contentStorage.recordsDeduplicated,1754248430647000000,1754248490640000000,0
VFS.contentStorage.recordsStored,1754248430647000000,1754248490640000000,2236
FileNameCache.totalMisses,1754248430647000000,1754248490640000000,192
VFS.contentStorage.recordsStoredSize,1754248430647000000,1754248490640000000,4775594
FileNameCache.queries,1754248430647000000,1754248490640000000,1710720
VFS.contentStorage.recordsRead,1754248430647000000,1754248490640000000,0
VFS.invertedFileNameIndex.requests,1754248430647000000,1754248490640000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1754248430647000000,1754248490640000000,0
MappedFileStorage.totalBytesMapped,1754248430647000000,1754248490640000000,265551872
MappedFileStorage.totalTimeSpentOnMappingUs,1754248430647000000,1754248490640000000,1224361
FilePageCache.pageLoadsAboveSizeThreshold,1754248430647000000,1754248490640000000,0
FilePageCache.capacityInBytes,1754248430647000000,1754248490640000000,629145600
StorageLockContext.competingThreads.90P,1754248430647000000,1754248490640000000,0
FilePageCache.pageHits,1754248430647000000,1754248490640000000,0
DirectByteBufferAllocator.hits,1754248430647000000,1754248490640000000,0
StorageLockContext.competingThreads.max,1754248430647000000,1754248490640000000,0
DirectByteBufferAllocator.disposed,1754248430647000000,1754248490640000000,0
FilePageCache.pageFastCacheHits,1754248430647000000,1754248490640000000,36
StreamlinedBlobStorage.recordsRelocated,1754248430647000000,1754248490640000000,0
FilePageCache.totalPageLoadsUs,1754248430647000000,1754248490640000000,0
StorageLockContext.competingThreads.avg,1754248430647000000,1754248490640000000,0.0
DirectByteBufferAllocator.misses,1754248430647000000,1754248490640000000,0
FilePageCache.pageLoads,1754248430647000000,1754248490640000000,0
MappedFileStorage.storages,1754248430647000000,1754248490640000000,15
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1754248430647000000,1754248490640000000,0
MappedFileStorage.totalPagesMapped,1754248430647000000,1754248490640000000,16
FilePageCache.uncachedFileAccess,1754248430647000000,1754248490640000000,0
FilePageCache.maxRegisteredFiles,1754248430647000000,1754248490640000000,1421
FileChannelInterruptsRetryer.totalRetriedAttempts,1754248430647000000,1754248490640000000,0
FilePageCache.disposedBuffers,1754248430647000000,1754248490640000000,0
FilePageCache.totalPageDisposalsUs,1754248430647000000,1754248490640000000,0
DirectByteBufferAllocator.reclaimed,1754248430647000000,1754248490640000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1754248430647000000,1754248490640000000,1048576
FilePageCache.maxCacheSizeInBytes,1754248430647000000,1754248490640000000,629145600
StreamlinedBlobStorage.recordsAllocated,1754248430647000000,1754248490640000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1754248430647000000,1754248490640000000,630194176
